assetId,subjectId,editionIds,levelIds,externalId,assetTypeId,assetActivityTypeId,displayName,curriculumTreeDisplayName,description,locales,audiences,visibility,isAssignable,isResource,publishedBy,widgetFilePath
80741d9f22150ea2a450a1bab678a63c03f8987e,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M01_T02_L05.json,INFO-WIDGET,,Re-Engaging with Explicit Formulas for Sequences: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M01_T02_L05.json
842f8bd4d3b7f365dc1fc5f9d834c396d78fbc09,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M01_T03_L01.json,INFO-WIDGET,,Like a Glove: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M01_T03_L01.json
5c62d66ffa66cb1900d36fb0be425026289b3319,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M01_T03_L02.json,INFO-WIDGET,,Re-Engaging with Exploring Linear Regressions: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M01_T03_L02.json
700f6e0c0a85d1d328d3978c3528e854a4b443ed,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M01_T03_L03.json,INFO-WIDGET,,Gotta Keep It Correlatin': Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M01_T03_L03.json
06214a5ceeedd70ee5fc7b3bae76ff2542df8a1b,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M01_T03_L04.json,INFO-WIDGET,,The Residual Effect: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M01_T03_L04.json
570e5c3c54f1a8acf37a8b113a2f2f8a544d7d79,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M01_T03_L05.json,INFO-WIDGET,,To Fit or Not to Fit? That Is the Question!: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M01_T03_L05.json
ba8aac63cd870c6bacaaf529501865873ff472f3,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M01_T03_L06.json,INFO-WIDGET,,Re-Engaging with Interpreting Linear Regression: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M01_T03_L06.json
11b695083326e8340dc9f09119d80fc03f1a4d04,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T04_L01.json,INFO-WIDGET,,Connecting the Dots: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T04_L01.json
b68ddd92d7afe25dcb30af9341271e47450a9c26,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T04_L02.json,INFO-WIDGET,,Re-Engaging with Arithmetic Sequences as Functions: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T04_L02.json
c6b0bc5dc6bd76af0e672d0fee8cda547594e256,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T04_L03.json,INFO-WIDGET,,"Fun with Functions, Linear Ones: Lesson Overview",Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T04_L03.json
37b2d9358ef508308ecd29772936a29966c1bad0,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T04_L04.json,INFO-WIDGET,,Re-Engaging with Representations of Linear Functions: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T04_L04.json
0717bd4f43267616214343238467e733e15ed3f6,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T04_L05.json,INFO-WIDGET,,Get Your Move On: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T04_L05.json
60678e5a3fa75ca79c0f79b8d1b5eed1915d657f,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T04_L06.json,INFO-WIDGET,,Re-Engaging with Linear Function Transformations: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T04_L06.json
046928e5915d5bbc25ad68a91969f8431fc84e2c,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T04_L07.json,INFO-WIDGET,,Connect Four: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T04_L07.json
5b3b9679634f109f8f5925fa7de4cddfd87c69e9,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T04_L08.json,INFO-WIDGET,,Re-Engaging with Comparing Linear Functions: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T04_L08.json
8b5c6ee88e7115c2d90b4afb0657e8c65f9a5625,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T05_L01.json,INFO-WIDGET,,Strike a Balance: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T05_L01.json
4b55410401b68c6f52ad598e5a4f1a9478f61b0c,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T05_L02.json,INFO-WIDGET,,It's Literally About Literal Equations: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T05_L02.json
8ca1da33fe44c8c3e798f2ebfe6f8d37ed0236b7,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T05_L03.json,INFO-WIDGET,,Re-Engaging with Solving Literal Equations: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T05_L03.json
cecc19994f151ffee6411bccacc29aab8a50740a,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T05_L04.json,INFO-WIDGET,,Not All Statements Are Made Equal: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T05_L04.json
6292ff894a37b0b6e7be27df0d64b7a7bde74cfd,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T05_L05.json,INFO-WIDGET,,Don't Confound Your Compounds: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T05_L05.json
5d8dce9132f8485cd0cea032e719e508edc65a25,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T05_L06.json,INFO-WIDGET,,Re-Engaging with Solving Inequalities: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T05_L06.json
45df05545dc263f2a564f26aba468231c1cba5aa,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L01.json,INFO-WIDGET,,Double the Fun: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L01.json
6fee0013e213a181bebb590eb186b8b0b4060fe1,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L02.json,INFO-WIDGET,,Re-Engaging with Systems of Linear Equations: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L02.json
6ae02cefdc80192b58ef1cef7688c701fc122715,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L03.json,INFO-WIDGET,,The Elimination Round: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L03.json
be9ee4dc7947ca29b038ccb146c0aaab96eff534,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L04.json,INFO-WIDGET,,Re-Engaging with Solving Systems Using Linear Combinations: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L04.json
d7a3655dc054a1753bd368ed4407371bf3e8b529,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L05.json,INFO-WIDGET,,Throwing Shade: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L05.json
868280d71e4cef1b527a0117893705d3a6f79246,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L06.json,INFO-WIDGET,,Re-Engaging with Graphs of Linear Inequalities: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L06.json
7c2ff37f398a4bd041b50c7f7400bd1cf337116d,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L07.json,INFO-WIDGET,,Working with Constraints: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L07.json
4144d0ce41221fa49776039f5b0db3e3753b9943,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L08.json,INFO-WIDGET,,Re-Engaging with Systems of Linear Inequalities: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L08.json
45692def0b8cecc4c8eec5a9d6ad36b411889f90,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L09.json,INFO-WIDGET,,Working the System: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L09.json
955bec06df0e3e119de409598502e6eb3d81975e,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T06_L10.json,INFO-WIDGET,,Re-Engaging with Problem Solving Using Linear Systems: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T06_L10.json
dff17de1272702510a54f445d941819ec0773e4e,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T07_L01.json,INFO-WIDGET,,Putting the V in Absolute Value: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T07_L01.json
996acfc0ecb83395da99bfc2a3e624c87864d4f6,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T07_L02.json,INFO-WIDGET,,Re-Engaging with Transforming Absolute Value Functions: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T07_L02.json
05d779e3a0d08ae6d0baefcdac8f1525f5569560,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T07_L03.json,INFO-WIDGET,,Play Ball!: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T07_L03.json
2d50ebcdcf9d9f5a0342344330342d810b60acd5,MATH,"[""BUILD_CA-MATH"",""CA-MATH612-2025-ALG1-TE"",""CA-MATH612-2025-1e-ALG1-TE"",""DEMO_CA-MATH612-2025-ALG1-TE""]","[""ALG1""]",CA_SM5e_A1_M02_T07_L04.json,INFO-WIDGET,,Re-Engaging with Absolute Value Equations and Inequalities: Lesson Overview,Lesson Overview,"A quick overview of the lesson including Learning Goals, Pacing Guide, Key Terms, Materials, Facilitation Guidance and Essential Ideas","[""en""]","[""TCH""]",global,,TRUE,CL,resources/lesson-overview/CA_SM5e_A1_M02_T07_L04.json
